"fs_orleans" "g_faust" "g_iphigenia"
"fern" 0.0270950261273466 0.00969023547272199 0.00655866727880895
"genießen" 0 0.0258406279272586 0.0196760018364268
"gerettet" 0.0193535900909619 0.00646015698181466 0.0262346691152358
"gesang" 0.00774143603638475 0.0258406279272586 0.00655866727880895
"gesellen" 0 0.029070706418166 0.0131173345576179
"hauses" 0.00387071801819237 0 0.0655866727880895
"indem" 0.0154828720727695 0.0226105494363513 0
"kennen" 0.0154828720727695 0.0161503924545366 0.0131173345576179
"konnt" 0.0193535900909619 0.0161503924545366 0.00655866727880895
"laut" 0.0193535900909619 0.019380470945444 0
"leise" 0.00387071801819237 0.029070706418166 0.00655866727880895
"mach" 0.0116121540545771 0.0258406279272586 0
"neues" 0.00387071801819237 0.0129203139636293 0.0393520036728537
"noth" 0 0 0.0721453400668984
"rat" 0.0232243081091542 0.0161503924545366 0
"reiche" 0.0154828720727695 0.00646015698181466 0.0327933363940447
"rings" 0.00774143603638475 0.0226105494363513 0.0131173345576179
"schöner" 0.00774143603638475 0.019380470945444 0.0196760018364268
"schönsten" 0.00774143603638475 0.00969023547272199 0.0393520036728537
"schweigt" 0.0232243081091542 0.00323007849090733 0.0262346691152358
"selig" 0.00774143603638475 0.019380470945444 0.0196760018364268
"sendet" 0.0193535900909619 0.00323007849090733 0.0327933363940447
"sitzt" 0.00387071801819237 0.0323007849090733 0
"statt" 0.0116121540545771 0.0129203139636293 0.0262346691152358
"staub" 0.0193535900909619 0.0129203139636293 0.0131173345576179
"stunde" 0.0116121540545771 0.019380470945444 0.0131173345576179
"sturm" 0.0270950261273466 0.00969023547272199 0.00655866727880895
"stürzen" 0.0232243081091542 0.00969023547272199 0.0131173345576179
"t" 0 0.00646015698181466 0.0590280055092805
"tiefe" 0.0116121540545771 0.0226105494363513 0.00655866727880895
"tier" 0 0.0355308633999806 0
"trank" 0 0.0355308633999806 0
"umsonst" 0.0232243081091542 0.0129203139636293 0.00655866727880895
"valentin" 0 0.0355308633999806 0
"verbannt" 0.0425778982001161 0 0
"verlieren" 0.0154828720727695 0.0226105494363513 0
"vielen" 0.0116121540545771 0.019380470945444 0.0131173345576179
"vorwärts" 0.0193535900909619 0.0129203139636293 0.0131173345576179
"wesen" 0.0154828720727695 0.019380470945444 0.00655866727880895
"wilde" 0.0116121540545771 0.0161503924545366 0.0196760018364268
"wunsch" 0.00774143603638475 0.00969023547272199 0.0393520036728537
"zweifel" 0.0116121540545771 0.0129203139636293 0.0262346691152358
"allem" 0 0.0258406279272586 0.0131173345576179
"alt" 0.00387071801819237 0.019380470945444 0.0196760018364268
"bande" 0.0154828720727695 0.00646015698181466 0.0262346691152358
"begleitet" 0.030965744145539 0 0.0131173345576179
"bewegt" 0.0154828720727695 0.019380470945444 0
"bewegung" 0.0348364621637314 0 0.00655866727880895
"bitt" 0.0116121540545771 0.0161503924545366 0.0131173345576179
"bricht" 0.00774143603638475 0.0226105494363513 0.00655866727880895
"buch" 0 0.0323007849090733 0
"dazu" 0 0.0323007849090733 0
"droben" 0.0154828720727695 0.0161503924545366 0.00655866727880895
"ei" 0 0.0323007849090733 0
"eilen" 0.0270950261273466 0.00323007849090733 0.0131173345576179
"erheben" 0.0270950261273466 0 0.0196760018364268
"erscheint" 0.0154828720727695 0.019380470945444 0
"fall" 0.0116121540545771 0.00323007849090733 0.0393520036728537
"fliehn" 0.0270950261273466 0.00323007849090733 0.0131173345576179
"fließen" 0.0116121540545771 0.019380470945444 0.00655866727880895
"freiheit" 0.00387071801819237 0.0161503924545366 0.0262346691152358
"freuden" 0.00774143603638475 0.0226105494363513 0.00655866727880895
"freundes" 0.0116121540545771 0.00323007849090733 0.0393520036728537
"fühlen" 0.0116121540545771 0.019380470945444 0.00655866727880895
"gab" 0.0116121540545771 0.00969023547272199 0.0262346691152358
"gefesselt" 0.0270950261273466 0 0.0196760018364268
"gehört" 0.0193535900909619 0.0129203139636293 0.00655866727880895
"geliebten" 0.0193535900909619 0.00323007849090733 0.0262346691152358
"gesellschaft" 0.00387071801819237 0.0258406279272586 0.00655866727880895
"gestalt" 0.0154828720727695 0.00969023547272199 0.0196760018364268
"glanz" 0.0387071801819237 0 0
"gnädig" 0.0154828720727695 0.00646015698181466 0.0262346691152358
"göttern" 0 0.00646015698181466 0.0524693382304716
"grab" 0.0116121540545771 0.019380470945444 0.00655866727880895
"graf" 0.0387071801819237 0 0
"ha" 0.0193535900909619 0.0161503924545366 0
"hände" 0.0154828720727695 0.0129203139636293 0.0131173345576179
"händen" 0.0232243081091542 0.00323007849090733 0.0196760018364268
"hatt" 0 0.029070706418166 0.00655866727880895
"hatte" 0 0.029070706418166 0.00655866727880895
"heilige" 0.0270950261273466 0.00323007849090733 0.0131173345576179
"herauf" 0 0.0226105494363513 0.0196760018364268
"herbei" 0.00387071801819237 0.0226105494363513 0.0131173345576179
"hierher" 0 0.00323007849090733 0.0590280055092805
"hinab" 0 0.00646015698181466 0.0524693382304716
"jenen" 0.00774143603638475 0.0129203139636293 0.0262346691152358
"kennt" 0.00774143603638475 0.0129203139636293 0.0262346691152358
"klug" 0 0.019380470945444 0.0262346691152358
"könnte" 0.0154828720727695 0.00646015698181466 0.0262346691152358
"lebendig" 0.0154828720727695 0.0161503924545366 0.00655866727880895
"leibe" 0 0.0323007849090733 0
"mächtig" 0.0232243081091542 0.00969023547272199 0.00655866727880895
"manche" 0 0.029070706418166 0.00655866727880895
"meister" 0.0154828720727695 0.0161503924545366 0.00655866727880895
"nähe" 0.0116121540545771 0.0129203139636293 0.0196760018364268
"reicht" 0.0232243081091542 0.00323007849090733 0.0196760018364268
"rette" 0.00774143603638475 0.0226105494363513 0.00655866727880895
"schätzen" 0 0.0258406279272586 0.0131173345576179
"scheinen" 0.00387071801819237 0.00969023547272199 0.0393520036728537
"schmerzen" 0 0.0129203139636293 0.0393520036728537
"schoß" 0.0232243081091542 0.0129203139636293 0
"schwebt" 0.0154828720727695 0.0129203139636293 0.0131173345576179
"sitzen" 0.0116121540545771 0.0226105494363513 0
"sorge" 0.0154828720727695 0.00323007849090733 0.0327933363940447
"teil" 0.00774143603638475 0.0258406279272586 0
"thron" 0.030965744145539 0 0.0131173345576179
"tode" 0.00774143603638475 0.00323007849090733 0.0459106709516626
"tönen" 0.00774143603638475 0.019380470945444 0.0131173345576179
"tor" 0.00387071801819237 0.029070706418166 0
"treuen" 0.0116121540545771 0.00323007849090733 0.0393520036728537
"trieb" 0.0154828720727695 0.0161503924545366 0.00655866727880895
"tu" 0.0193535900909619 0.0161503924545366 0
"unten" 0.00774143603638475 0.0226105494363513 0.00655866727880895
"vaterland" 0.0193535900909619 0.00323007849090733 0.0262346691152358
"vernunft" 0.00774143603638475 0.0161503924545366 0.0196760018364268
"volks" 0.0270950261273466 0.00323007849090733 0.0131173345576179
"vorbei" 0.00387071801819237 0.029070706418166 0
"wahr" 0.0270950261273466 0.00323007849090733 0.0131173345576179
"wäre" 0.00774143603638475 0.00969023547272199 0.0327933363940447
"weder" 0.00387071801819237 0.0161503924545366 0.0262346691152358
"wirft" 0.0232243081091542 0.00969023547272199 0.00655866727880895
"zarte" 0.0270950261273466 0 0.0196760018364268
"ziehn" 0.0116121540545771 0.0161503924545366 0.0131173345576179
"zorn" 0.0270950261273466 0 0.0196760018364268
"all" 0.00774143603638475 0.0226105494363513 0
"atreus" 0 0 0.0590280055092805
"bastard" 0.0348364621637314 0 0
"braucht" 0.00387071801819237 0.0161503924545366 0.0196760018364268
"braut" 0.0154828720727695 0.00969023547272199 0.0131173345576179
"bringe" 0.00387071801819237 0.00323007849090733 0.0459106709516626
"claude" 0.0348364621637314 0 0
"diesmal" 0.00387071801819237 0.0258406279272586 0
"doktor" 0 0.029070706418166 0
"eltern" 0.0116121540545771 0 0.0393520036728537
"engelländer" 0.0348364621637314 0 0
"enkel" 0.00774143603638475 0.00323007849090733 0.0393520036728537
"eures" 0.030965744145539 0.00323007849090733 0
"ewgen" 0.0348364621637314 0 0
"felsen" 0.00774143603638475 0.0161503924545366 0.0131173345576179
"findet" 0.00774143603638475 0.019380470945444 0.00655866727880895
"flammen" 0.0154828720727695 0.0129203139636293 0.00655866727880895
"freilich" 0.00387071801819237 0.0258406279272586 0
"freud" 0.00387071801819237 0.0161503924545366 0.0196760018364268
"froh" 0.00387071801819237 0.019380470945444 0.0131173345576179
"frommen" 0.0116121540545771 0.00646015698181466 0.0262346691152358
"früh" 0.00387071801819237 0.0226105494363513 0.00655866727880895
"führ" 0.0232243081091542 0.00969023547272199 0
"furcht" 0.0116121540545771 0.00323007849090733 0.0327933363940447
"fürchte" 0.0154828720727695 0.00646015698181466 0.0196760018364268
"gebracht" 0 0.019380470945444 0.0196760018364268
"gefangen" 0.0154828720727695 0.00969023547272199 0.0131173345576179
"gnade" 0.030965744145539 0 0.00655866727880895
"guter" 0 0.0258406279272586 0.00655866727880895
"heben" 0.0116121540545771 0.0129203139636293 0.0131173345576179
"innerstes" 0.0116121540545771 0.00323007849090733 0.0327933363940447
"jammer" 0 0.0258406279272586 0.00655866727880895
"jede" 0.00774143603638475 0.0129203139636293 0.0196760018364268
"jenem" 0 0.0258406279272586 0.00655866727880895
"kleine" 0.00387071801819237 0.0258406279272586 0
"knecht" 0 0.0226105494363513 0.0131173345576179
"köhlerweib" 0.0348364621637314 0 0
"komme" 0.00774143603638475 0.0161503924545366 0.0131173345576179
"können" 0.0116121540545771 0.0161503924545366 0.00655866727880895
"lebe" 0.0193535900909619 0.00969023547272199 0.00655866727880895
"leichten" 0.0154828720727695 0.0129203139636293 0.00655866727880895
"leiden" 0.00387071801819237 0.0161503924545366 0.0196760018364268
"lesen" 0.00387071801819237 0.0258406279272586 0
"liegen" 0.00774143603638475 0.019380470945444 0.00655866727880895
"lohn" 0.00387071801819237 0.0129203139636293 0.0262346691152358
"lösen" 0.0270950261273466 0.00646015698181466 0
"magst" 0.0116121540545771 0.019380470945444 0
"manchen" 0 0.0258406279272586 0.00655866727880895
"marie" 0.0348364621637314 0 0
"menschlich" 0.0232243081091542 0.00323007849090733 0.0131173345576179
"naht" 0.0193535900909619 0.00646015698181466 0.0131173345576179
"nehmen" 0.00774143603638475 0.019380470945444 0.00655866727880895
"pudel" 0 0.029070706418166 0
"rief" 0.0193535900909619 0.0129203139636293 0
"ruhe" 0.0154828720727695 0.00323007849090733 0.0262346691152358
"sachen" 0.00387071801819237 0.0258406279272586 0
"sanft" 0.0270950261273466 0 0.0131173345576179
"schaffen" 0.00387071801819237 0.0258406279272586 0
"schafft" 0.00387071801819237 0.0258406279272586 0
"schau" 0.00774143603638475 0.0226105494363513 0
"schlag" 0.00774143603638475 0.0226105494363513 0
"schloß" 0.00774143603638475 0.019380470945444 0.00655866727880895
"schönes" 0.00387071801819237 0.0161503924545366 0.0196760018364268
"schwelle" 0 0.0226105494363513 0.0131173345576179
"sichern" 0.0116121540545771 0.00646015698181466 0.0262346691152358
"sinken" 0.0193535900909619 0.0129203139636293 0
"stolzen" 0.0270950261273466 0.00646015698181466 0
"streit" 0.0270950261273466 0.00323007849090733 0.00655866727880895
"stunden" 0 0.0226105494363513 0.0131173345576179
"tapfern" 0.030965744145539 0 0.00655866727880895
"tapfre" 0.030965744145539 0 0.00655866727880895
"trompeten" 0.0348364621637314 0 0
"wald" 0.0116121540545771 0.019380470945444 0
"wasser" 0.00387071801819237 0.0226105494363513 0.00655866727880895
"weicht" 0.0116121540545771 0.00969023547272199 0.0196760018364268
"weiten" 0.00387071801819237 0.00969023547272199 0.0327933363940447
"wenden" 0.0154828720727695 0.00646015698181466 0.0196760018364268
"willkommen" 0.00387071801819237 0.00323007849090733 0.0459106709516626
"zuerst" 0.0154828720727695 0.00323007849090733 0.0262346691152358
"zuletzt" 0.00774143603638475 0.00969023547272199 0.0262346691152358
"andere" 0.0154828720727695 0.0129203139636293 0
"antlitz" 0.0116121540545771 0.0129203139636293 0.00655866727880895
"bang" 0.00387071801819237 0.0161503924545366 0.0131173345576179
"becher" 0.0154828720727695 0.00969023547272199 0.00655866727880895
"bißchen" 0 0.0258406279272586 0
"bitte" 0.00387071801819237 0.019380470945444 0.00655866727880895
"bleibe" 0.00387071801819237 0.0129203139636293 0.0196760018364268
"blicken" 0.0116121540545771 0.00646015698181466 0.0196760018364268
"bringst" 0.0116121540545771 0.00646015698181466 0.0196760018364268
"dabei" 0 0.0258406279272586 0
"darauf" 0.0154828720727695 0.00969023547272199 0.00655866727880895
"darfst" 0.00387071801819237 0.019380470945444 0.00655866727880895
"dienen" 0.0193535900909619 0.00969023547272199 0
"dienst" 0.0116121540545771 0.00646015698181466 0.0196760018364268
"dorf" 0.0270950261273466 0.00323007849090733 0
"durchs" 0.00774143603638475 0.019380470945444 0
"eigne" 0.0270950261273466 0 0.00655866727880895
"einzig" 0.0154828720727695 0.0129203139636293 0
"englands" 0.030965744145539 0 0
"entfernt" 0.00774143603638475 0.0129203139636293 0.0131173345576179
"erkennen" 0.00774143603638475 0.0161503924545366 0.00655866727880895
"erstaunen" 0.0232243081091542 0.00646015698181466 0
"erstaunt" 0.0232243081091542 0.00646015698181466 0
"euern" 0.00387071801819237 0 0.0459106709516626
"fängt" 0 0.0258406279272586 0
"faßte" 0.00774143603638475 0.00323007849090733 0.0327933363940447
"fließt" 0.0116121540545771 0.00969023547272199 0.0131173345576179
"flügel" 0.0154828720727695 0.0129203139636293 0
"fordert" 0 0.00323007849090733 0.0459106709516626
"fragt" 0.00387071801819237 0.0161503924545366 0.0131173345576179
"fremd" 0.00774143603638475 0.00646015698181466 0.0262346691152358
"fuß" 0.00774143603638475 0.0129203139636293 0.0131173345576179
"gaben" 0 0.019380470945444 0.0131173345576179
"ganzes" 0.0116121540545771 0.0129203139636293 0.00655866727880895
"garten" 0 0.0258406279272586 0
"gebieten" 0.0154828720727695 0 0.0262346691152358
"gedanken" 0 0.0226105494363513 0.00655866727880895
"gefallen" 0.0116121540545771 0.0129203139636293 0.00655866727880895
"gefällt" 0.00774143603638475 0.0129203139636293 0.0131173345576179
"gehorchen" 0.00774143603638475 0.00969023547272199 0.0196760018364268
"gekommen" 0.0232243081091542 0 0.0131173345576179
"genuß" 0.00387071801819237 0.019380470945444 0.00655866727880895
"gerne" 0.00774143603638475 0.0129203139636293 0.0131173345576179
"gespenst" 0.0193535900909619 0.00969023547272199 0
"gewesen" 0 0.0226105494363513 0.00655866727880895
"gewohnt" 0.00387071801819237 0.00969023547272199 0.0262346691152358
"glaube" 0.0154828720727695 0.00969023547272199 0.00655866727880895
"glaubt" 0.0193535900909619 0.00323007849090733 0.0131173345576179
"glut" 0 0.0258406279272586 0
"gold" 0.0232243081091542 0.00646015698181466 0
"großer" 0.00387071801819237 0.019380470945444 0.00655866727880895
"gruß" 0.00387071801819237 0.0161503924545366 0.0131173345576179
"heimlich" 0 0.0161503924545366 0.0196760018364268
"helden" 0.0193535900909619 0 0.0196760018364268
"herüber" 0.0116121540545771 0.0129203139636293 0.00655866727880895
"herum" 0 0.0258406279272586 0
"hexen" 0 0.0258406279272586 0
"himmlischen" 0 0.00969023547272199 0.0327933363940447
"hofft" 0.00387071801819237 0.00969023547272199 0.0262346691152358
"höhe" 0.00774143603638475 0.0129203139636293 0.0131173345576179
"hoher" 0.0116121540545771 0.0129203139636293 0.00655866727880895
"höhle" 0.00774143603638475 0.0161503924545366 0.00655866727880895
"jetzo" 0.0193535900909619 0.00646015698181466 0.00655866727880895
"juchhe" 0 0.0258406279272586 0
"kämpfen" 0.0270950261273466 0 0.00655866727880895
"knaben" 0.00774143603638475 0.00969023547272199 0.0196760018364268
"königlichen" 0.0270950261273466 0 0.00655866727880895
"kräfte" 0 0.0161503924545366 0.0196760018364268
"lachen" 0 0.0258406279272586 0
"langen" 0.00774143603638475 0.0161503924545366 0.00655866727880895
"langsam" 0.0116121540545771 0.00646015698181466 0.0196760018364268
"leg" 0.0232243081091542 0.00323007849090733 0.00655866727880895
"leichte" 0.0116121540545771 0.00646015698181466 0.0196760018364268
"leider" 0.00774143603638475 0.0161503924545366 0.00655866727880895
"lieber" 0.00774143603638475 0.019380470945444 0
"lieschen" 0 0.0258406279272586 0
"lippen" 0.00774143603638475 0.0161503924545366 0.00655866727880895
"list" 0 0.00323007849090733 0.0459106709516626
"mannes" 0.0116121540545771 0 0.0327933363940447
"mauern" 0.0116121540545771 0.00969023547272199 0.0131173345576179
"mörder" 0.00387071801819237 0.00969023547272199 0.0262346691152358
"munde" 0.0154828720727695 0.00969023547272199 0.00655866727880895
"nahm" 0.00774143603638475 0.00646015698181466 0.0262346691152358
"nebel" 0 0.0226105494363513 0.00655866727880895
"pfand" 0.0232243081091542 0.00323007849090733 0.00655866727880895
"prinz" 0.030965744145539 0 0
"regt" 0 0.0258406279272586 0
"rein" 0.00774143603638475 0.0129203139636293 0.0131173345576179
"retterin" 0.0193535900909619 0 0.0196760018364268
"rettet" 0.0154828720727695 0 0.0262346691152358
"ruhn" 0.0154828720727695 0.0129203139636293 0
"sagst" 0.0154828720727695 0.00323007849090733 0.0196760018364268
"saß" 0.00387071801819237 0.0161503924545366 0.0131173345576179
"schickt" 0.0116121540545771 0.0129203139636293 0.00655866727880895
"schiff" 0 0.00646015698181466 0.0393520036728537
"schlug" 0.0116121540545771 0.00646015698181466 0.0196760018364268
"schützen" 0.0270950261273466 0 0.00655866727880895
"schweigend" 0.0193535900909619 0 0.0196760018364268
"seit" 0.00774143603638475 0.00646015698181466 0.0262346691152358
"sinnt" 0.00387071801819237 0 0.0459106709516626
"solang" 0.0193535900909619 0.00969023547272199 0
"solch" 0 0.019380470945444 0.0131173345576179
"solchen" 0.00387071801819237 0.0161503924545366 0.0131173345576179
"spiel" 0.00387071801819237 0.019380470945444 0.00655866727880895
"sprechen" 0.00387071801819237 0.0161503924545366 0.0131173345576179
"springt" 0.00774143603638475 0.019380470945444 0
"stätte" 0.00387071801819237 0.00969023547272199 0.0262346691152358
"stimmen" 0.0154828720727695 0.0129203139636293 0
"stirne" 0.0193535900909619 0.00646015698181466 0.00655866727880895
"stolz" 0.0116121540545771 0.00646015698181466 0.0196760018364268
"straße" 0 0.0258406279272586 0
"streben" 0.00387071801819237 0.0226105494363513 0
"strebt" 0.0116121540545771 0.0161503924545366 0
"tönt" 0.00387071801819237 0.0161503924545366 0.0131173345576179
"tür" 0.00387071801819237 0.0226105494363513 0
"überall" 0 0.0226105494363513 0.00655866727880895
"unbeweglich" 0.0270950261273466 0 0.00655866727880895
"unschuldig" 0.0193535900909619 0.00646015698181466 0.00655866727880895
"unsers" 0.0193535900909619 0 0.0196760018364268
"verbirgt" 0.0193535900909619 0.00646015698181466 0.00655866727880895
"verschwindet" 0.00387071801819237 0.019380470945444 0.00655866727880895
"versöhnung" 0.030965744145539 0 0
"verzeih" 0.00387071801819237 0.00969023547272199 0.0262346691152358
"wilden" 0.00774143603638475 0.00323007849090733 0.0327933363940447
"wirkt" 0.00387071801819237 0.0226105494363513 0
"wißt" 0.0154828720727695 0.00969023547272199 0.00655866727880895
"wohnt" 0.0232243081091542 0.00646015698181466 0
"würd" 0.00387071801819237 0.019380470945444 0.00655866727880895
"ziehen" 0.00774143603638475 0.019380470945444 0
"ziel" 0.00774143603638475 0.0129203139636293 0.0131173345576179
"ziemt" 0.0116121540545771 0 0.0327933363940447
"ält" 0 0 0.0459106709516626
"angesicht" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"ans" 0.0116121540545771 0.0129203139636293 0
"armer" 0 0.019380470945444 0.00655866727880895
"banden" 0.0116121540545771 0.00323007849090733 0.0196760018364268
"baum" 0.00774143603638475 0.0129203139636293 0.00655866727880895
"bedeckt" 0.0154828720727695 0.00646015698181466 0.00655866727880895
"befreit" 0.0193535900909619 0.00323007849090733 0.00655866727880895
"behagen" 0 0.0226105494363513 0
"berg" 0 0.019380470945444 0.00655866727880895
"bestimmt" 0.0154828720727695 0 0.0196760018364268
"bewußt" 0.0116121540545771 0.0129203139636293 0
"blumen" 0.00774143603638475 0.0161503924545366 0
"botschaft" 0.0154828720727695 0.00323007849090733 0.0131173345576179
"brennt" 0 0.019380470945444 0.00655866727880895
"dafür" 0.00387071801819237 0.0161503924545366 0.00655866727880895
"denk" 0.0154828720727695 0.00323007849090733 0.0131173345576179
"denke" 0.0116121540545771 0.00969023547272199 0.00655866727880895
"dessen" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"dianens" 0 0 0.0459106709516626
"dolch" 0.0116121540545771 0.00646015698181466 0.0131173345576179
"drein" 0 0.0226105494363513 0
"dunkeln" 0.00774143603638475 0.0129203139636293 0.00655866727880895
"edelknecht" 0.0270950261273466 0 0
"edlen" 0.00387071801819237 0.019380470945444 0
"elektra" 0 0 0.0459106709516626
"england" 0.0270950261273466 0 0
"erblickt" 0.0116121540545771 0.00969023547272199 0.00655866727880895
"erfüllen" 0.0116121540545771 0.00969023547272199 0.00655866727880895
"ernst" 0.0116121540545771 0.00646015698181466 0.0131173345576179
"erscheinung" 0.0116121540545771 0.00969023547272199 0.00655866727880895
"erwarten" 0.0116121540545771 0 0.0262346691152358
"erwartet" 0.0193535900909619 0.00323007849090733 0.00655866727880895
"fahnen" 0.0270950261273466 0 0
"fahren" 0.00774143603638475 0.0161503924545366 0
"fährt" 0.0154828720727695 0.00969023547272199 0
"feldherrn" 0.0270950261273466 0 0
"fels" 0 0.0129203139636293 0.0196760018364268
"finde" 0.00387071801819237 0.019380470945444 0
"fliegen" 0.00387071801819237 0.019380470945444 0
"folge" 0.00774143603638475 0.00646015698181466 0.0196760018364268
"fragen" 0.00387071801819237 0.0129203139636293 0.0131173345576179
"fremder" 0.00387071801819237 0.00646015698181466 0.0262346691152358
"friedlich" 0.0193535900909619 0 0.0131173345576179
"fühlst" 0.00387071801819237 0.00646015698181466 0.0262346691152358
"fülle" 0.00774143603638475 0.0129203139636293 0.00655866727880895
"furien" 0.00387071801819237 0 0.0393520036728537
"fürst" 0.0193535900909619 0 0.0131173345576179
"füße" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"gebunden" 0.00774143603638475 0.00323007849090733 0.0262346691152358
"geld" 0.00774143603638475 0.0161503924545366 0
"gerührt" 0.0193535900909619 0.00323007849090733 0.00655866727880895
"gewinnen" 0.00387071801819237 0.0161503924545366 0.00655866727880895
"gift" 0.00387071801819237 0.019380470945444 0
"glieder" 0 0.019380470945444 0.00655866727880895
"gottheit" 0.00387071801819237 0.0129203139636293 0.0131173345576179
"grad" 0.00387071801819237 0.019380470945444 0
"grauen" 0.00387071801819237 0.0129203139636293 0.0131173345576179
"greift" 0.0116121540545771 0.00646015698181466 0.0131173345576179
"griechen" 0 0 0.0459106709516626
"grund" 0.00387071801819237 0.0161503924545366 0.00655866727880895
"haltet" 0.0154828720727695 0.00646015698181466 0.00655866727880895
"hältst" 0.0116121540545771 0.00646015698181466 0.0131173345576179
"heinrich" 0.00387071801819237 0.019380470945444 0
"herzlich" 0 0.0226105494363513 0
"hinüber" 0.00387071801819237 0.0129203139636293 0.0131173345576179
"hoff" 0.00387071801819237 0.019380470945444 0
"hoheit" 0.0270950261273466 0 0
"höhen" 0.0116121540545771 0.00969023547272199 0.00655866727880895
"holden" 0 0.0161503924545366 0.0131173345576179
"indes" 0.0116121540545771 0.0129203139636293 0
"indessen" 0 0.0226105494363513 0
"jene" 0.00774143603638475 0.00646015698181466 0.0196760018364268
"jenes" 0 0.00646015698181466 0.0327933363940447
"jung" 0 0.019380470945444 0.00655866727880895
"jungen" 0.00387071801819237 0.019380470945444 0
"kästchen" 0.00774143603638475 0.0161503924545366 0
"kenne" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"kerl" 0 0.0226105494363513 0
"kessel" 0 0.0226105494363513 0
"kinder" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"kleinen" 0 0.0226105494363513 0
"knie" 0.0232243081091542 0.00323007849090733 0
"kranz" 0.0116121540545771 0.00969023547272199 0.00655866727880895
"küssen" 0.00387071801819237 0.0161503924545366 0.00655866727880895
"lag" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"länder" 0.0116121540545771 0.00969023547272199 0.00655866727880895
"längst" 0.00387071801819237 0.00969023547272199 0.0196760018364268
"liebsten" 0.00387071801819237 0.0161503924545366 0.00655866727880895
"lockt" 0 0.00969023547272199 0.0262346691152358
"machst" 0.00774143603638475 0.0129203139636293 0.00655866727880895
"magd" 0.0154828720727695 0.00969023547272199 0
"männer" 0.00387071801819237 0 0.0393520036728537
"mirs" 0.0270950261273466 0 0
"mitten" 0.0193535900909619 0.00646015698181466 0
"müßt" 0.00387071801819237 0.019380470945444 0
"nase" 0 0.0226105494363513 0
"neben" 0.0116121540545771 0.00646015698181466 0.0131173345576179
"neigung" 0.00774143603638475 0.00323007849090733 0.0262346691152358
"nenne" 0.0154828720727695 0.00646015698181466 0.00655866727880895
"nennst" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"ohr" 0.0193535900909619 0.00323007849090733 0.00655866727880895
"paris" 0.0232243081091542 0.00323007849090733 0
"rast" 0.00387071801819237 0.0129203139636293 0.0131173345576179
"ratsherren" 0.0270950261273466 0 0
"rechts" 0 0.0161503924545366 0.0131173345576179
"redet" 0.0232243081091542 0 0.00655866727880895
"reichen" 0.00774143603638475 0.0129203139636293 0.00655866727880895
"reihe" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"schaden" 0.00387071801819237 0.019380470945444 0
"scharen" 0.0193535900909619 0.00646015698181466 0
"schatz" 0.00387071801819237 0.0161503924545366 0.00655866727880895
"schauer" 0 0.0161503924545366 0.0131173345576179
"scheiden" 0.0116121540545771 0.0129203139636293 0
"schlagen" 0.0154828720727695 0.00646015698181466 0.00655866727880895
"schlecht" 0 0.0226105494363513 0
"schluß" 0.0116121540545771 0.00646015698181466 0.0131173345576179
"schlüssel" 0.0116121540545771 0.0129203139636293 0
"schmach" 0.0116121540545771 0.00646015698181466 0.0131173345576179
"schnelle" 0.0116121540545771 0.00969023547272199 0.00655866727880895
"schönste" 0.00774143603638475 0.00646015698181466 0.0196760018364268
"schrecklich" 0.0193535900909619 0.00323007849090733 0.00655866727880895
"schwach" 0.0154828720727695 0.00646015698181466 0.00655866727880895
"schwarzen" 0.00387071801819237 0.0129203139636293 0.0131173345576179
"schwarzer" 0.0270950261273466 0 0
"schweben" 0 0.0226105494363513 0
"schweren" 0.0116121540545771 0 0.0262346691152358
"seist" 0.00774143603638475 0.00323007849090733 0.0262346691152358
"siegen" 0.0270950261273466 0 0
"singen" 0 0.019380470945444 0.00655866727880895
"sogleich" 0.00774143603638475 0.0161503924545366 0
"solche" 0.00387071801819237 0.0161503924545366 0.00655866727880895
"speise" 0.00387071801819237 0.0129203139636293 0.0131173345576179
"sprichst" 0.00387071801819237 0.00969023547272199 0.0196760018364268
"spur" 0 0.0161503924545366 0.0131173345576179
"stein" 0.00774143603638475 0.0161503924545366 0
"suchen" 0.0232243081091542 0 0.00655866727880895
"süße" 0.00774143603638475 0.0129203139636293 0.00655866727880895
"tat" 0.0116121540545771 0.0129203139636293 0
"taten" 0.00387071801819237 0.019380470945444 0
"teuer" 0.0193535900909619 0.00646015698181466 0
"tiefer" 0 0.0161503924545366 0.0131173345576179
"tiefsten" 0.0154828720727695 0.00646015698181466 0.00655866727880895
"toten" 0.0193535900909619 0.00646015698181466 0
"traurig" 0.00774143603638475 0.00323007849090733 0.0262346691152358
"trennt" 0.0193535900909619 0 0.0131173345576179
"trinkt" 0.00387071801819237 0.019380470945444 0
"umarmt" 0.0270950261273466 0 0
"verehren" 0.00774143603638475 0.00969023547272199 0.0131173345576179
"verflucht" 0.00387071801819237 0.019380470945444 0
"vermag" 0.0116121540545771 0.00646015698181466 0.0131173345576179
"vernehmen" 0.00387071801819237 0 0.0393520036728537
